"X1","id","name","brand","desc","categories","imgurl"
6196,6210,"Zhu Zhu Pets Ice Cream Shop","Zuh Zhu Pets","Product Description Nothing beats a cool ice cream treat on a hot summers day and now your ZhuZhu Pets™ have the chance to own their very own ice cream shop. Let your hamster friend whip up some yummy ice cream delicacies for you and your hamster friends including the shops speciality flavour raspberry Zhu-whirl. Box Contains 1 x Ice Cream Shop","Pretend","img/pretend2.jpg"
6197,6211,"Childrens Kids Supermarket Cash Register Pretend Play Shop Grocery Checkout Till","Vinsani","Colour Name:Pink Paying by cash or card? Thats up to you with this pretend play checkout till. The till has a real working calculator to help develop maths skills Two credit cards. This till helps develop your childs imagninative skills role play skills and communication skills. Available in 2 colours: Blue and Pink Functioning Checkout Till including calculatorA selection of playfood tins and boxesPlay moneyLights and soundsSuitable for ages 3yrs+Weight: 499 gRequires batteries (not included)","Pretend","img/pretend2.jpg"
6198,6212,"Doc McStuffins Doctors Bag","Disney Junior","Product Description This pretty Doc Mcstuffins handbag is perfect for those trips to town or for your little one to play dress up. It comes in a bold pink with two over arm straps for carrying zip fastening for easy access it is the perfect first handbag for your little one.Shaped like Doc MCstuffins doctors bag and Featuring Doc MCstuffins on the front it also has smaller compartments inside for keeping those little bits in order. made of a durable wipe cleanmaterial it is sure to be a quick favourite for any Doc MCstuffins fan. Trade Mark Collections Ltd are the leading supplier to UK retailers of licensed childrens and student bags umbrellas and related accessories. Box Contains 1 x Handbag","Pretend","img/pretend2.jpg"
6199,6213,"BRIO Disney Mickey Mouse Clubhouse Push Puppet (Mickey Mouse)","Disney","Colour Name:Mickey Mouse BRIOs mission is to contribute to a childs development by offering good toys that stimulate the mind through play. Thanks to in-depth expertise BRIO develops toys that always generate joy while satisfying the childs needs in various phases of development. BRIO is a reliable partner for parents. The signature material that most of BRIO toys are made from and will always be made from is wood. The new classics are wooden toys (with some plastic parts) in a new modern design with the same possibility of being handed down through generations as BRIO old favourites. BRIO pays attention to every detail through the design process and has always been dedicated to creating products that add extra play value encourage learning and develop fine motor skills.","Characters","img/character1.jpg"
6200,6214,"Kids Trolley Beauty Case Childrens Girls Beauty Parlour Set Pretend Playset Make Up Mirror Toy","Vinsani","A pretty range of dressing table items for young ladies. Includes soft usable hairbrush comb mirror bangles hair rollers. Great for travel as it comes in a beautifully designed carry case that can be carried around or dragged like a trolley. For Ages 3+ years. Approx. product Size 26.5 X 34 x12.5cm. ▒ Let your little girls just be like mummy with this fantastic beauty set its the perfect way to encourage pretend play for your little girls with the beauty & makeup set proving your child endless hours of fun In the beauty case is included: bangles hair rollers mirror comb brush and many more! Great for travel as it comes in a beautifully designed carry case Comes with a case that case be dragged as a trolley or has a handle that can be used for carrying. Complies with the international toy safety standards","Pretend","img/pretend2.jpg"
6201,6215,"Minnie Mouse Mad About Minnie PVC Tote","Minnie Mouse, Mad about Minnie","Product Description This Mad about Minnie tote bag will be a sure favourite for any girl who loves shopping. With two straps making it easy to carry add and remove things. Ideal size for your child to help with shopping.Trade Mark Collections Ltd are the leading supplier to UK retailers of licensed childrens and student bags umbrellas and related accessories. Box Contains 1 x Tote","Pretend","img/pretend2.jpg"
6202,6216,"wooden toy shop accessories sausage and cheese by howa 4858","howa","Hmm tasty...This is a nice wooden assessories-set for the play shops. There are 25 parts included. You can decorate the sausage and the cheese on the stand. Some parts you can cut with the wooden knife. measure stand: height: 32 cm diameter: 18 cm ATTENTION! Not suitable for children under 3 years because of solvable small parts. Suffocation hazard!","Pretend","img/pretend2.jpg"
6203,6217,"Erzi 2.8 x 4.7 cm Pretend Play Wooden Grocery Shop Merchandize Plum","Erzi","Product Description Have Confidence and trust in Erzi products made with Enthusiasm and high quality in Germany. Erzis high quality ergonomic ad environmental friendly toys with great design and functionality are available to support during Play and Learn Sport and exercise as well as for Equipping and Decorating on.The Erzi range is geared both to the needs of families as well as the requirements of larger groups. It includes nursery kindergarten and preschool products and toys for children from 3 years as well as toys for children under 3 years.Enthusiasm and quality made in Germany In the production of our diverse product portfolio for children and adults there are valuable criteria for which we stand committed. • Above all else our goal is to delight our customers with high quality. The special quality of our educational wooden toy is founded in the Hart of German wood-craft Saxon. The precision and attention to detail and inspiring wood work and for children around the world is created in the Erzgebirge the world cradle for wooden toys and Christmas decoration. • The environmentally friendly policies and our attention to the purity of our materials to protect people animals and nature. Ecology plays in the manufacturing of our products and in the choice of wood an important role at Erzi. Sustainable production in Erzi goes further with effective transport logistics environmentally friendly packaging and gentle processing methods. • And of course our educational toys such as wooden blocks and our our shop accessories designed to the highest standards of product safety and meets or exceeds the legally required technical safety standards. Thus we ensure that gives you full confidence of our products • In the design of our movement products - from childrens sports equipment to balance game - find ergonomic factors into account in order to promote healthy child development and support. • No matter whether it is balancing on a balance game shopping games in the shop or tricky Activity Games is -. All Erzi products are fun motivating the movement have a high play value and meet educational claims to promote individual development of children. Search our wide catalog and experience it. Erzi products animate to learn through play. This is achieved by our active call characters the attractive design and great functionality of our products. Box Contains 1 x Grocers Shop Wooden Plum","Pretend","img/pretend2.jpg"
6204,6218,"Melissa and Doug Sort and Swipe Wooden Cash Register","Melissa & Doug","This wooden cash register adds a clever educational spin to a classic pretend-play toy! Press the number buttons to see different counting pictures then pay for the purchase with numbered coins to match the quantities. The coins vary in diameter and thickness so the 1 coin will only fit in the 1 slot 2 in 2 and 3 in 3 . . . all situated right above the scroll of pictures with quantities to match. For extra just like Mom and Dad fun kids can swipe a toy credit card too! Suitable for ages 3 years +","Pretend","img/pretend2.jpg"
6205,6219,"Toyrific Shopping Trolley Set","Toyrific","Product Description The Toyrific Shopping Trolley Play Set encourages children to enjoy grown up pretend play. The 78 pieces of play food for adding realism to role play include fruit and vegetables and even some play milk cartons! Box Contains 1 x Shopping Trolley 78 x Food Accessories","Pretend","img/pretend1.jpg"
6206,6220,"nice wooden market stand / play shop by howa 4747","howa","Very nice wooden market stand / toy shop. There are a lot of details like the blackboard for chalk drawers swivelling shelfes... (without accessories). W-70 cm H-122 cm L-50 cm ATTENTION! Not suitable for children under 3 years because of solvable small parts. Suffocation hazard!","Pretend","img/pretend1.jpg"
6207,6221,"Barbie and Me Movie Time","Barbie","Product Description Barbie and Me movie time Box Contains 1 x real 3D glassmovie tickets 1 x mini ice cream 1 x popcorn 1 x 3D glasses for Barbie doll","Characters","img/character2.jpg"
6208,6222,"CHIC 2000 Bayer Childs Supermarket Trolly (Blue)","CHIC 2000","Product Description Supermarket shopping cart with doll seat Soft grip handle with Handle height 61 cm.Metal Supermarket shopping cart Fabric doll seatPivoting twin front wheels Material: Steel plastic and textilesNot suitable for children under 36 months.Risk of suffocation from small swallowable small parts Box Contains 1 x Supermarket trolly","Pretend","img/pretend2.jpg"
6209,6223,"KiddyPlay Ice Cream Shop Tent","KiddyPlay","Come and get your ice creams! The Ice Cream Shop Tent by KiddyPlay is a great role playing toy for children which will develop their imagination.","Pretend","img/pretend2.jpg"
6210,6224,"Homgaty 6PCS Family Member Finger Puppets Toy Play Learn Story Doll Bag Boy Girl Kids Gift","Homgaty","Package includes: 6 x finger puppets","Characters","img/character5.jpg"
6211,6225,"Barbie Purse","Barbie","Product Description This pretty Barbie Purse is the ideal first purse for any little girl she will love playing shop or dress up perfect for small hands it has a zip fastening to keep your coins safe and secure. This purse is a vibrant pink with Bright Aqua piping. Just one of the wonderful items available in this new Barbie range it is a must have for any Barbie fan. Trade Mark Collections Ltd are the leading supplier to UK retailers of licensed childrens and student bags umbrellas and related accessories. Box Contains 1 x Purse","Pretend","img/pretend2.jpg"
6212,6226,"Puppet boy Norton 26/66cm ventriloquist play tell stories educational. Free UK delivery","A.S.PUPPETS","Here we have a large 26 ventriloquist puppet named Norton. With a hand operated moving mouth you also receive a Velcro rod which can be used to move either hand. Made to a high standard our puppets are great for storytelling and bringing your imagination to life. Entertain your family and friends by having your puppet Wave say hello nod become shy laugh and even give a bow All it takes is a bit of practise Puppets are a great educational tool for playgroups and schools helping to make learning fun and exciting Suitable for children ages 3 and up including those of us young at heart. Sold to you by A.S Puppets.co.uk. Please note delivery is only available in the UK. We do not ship outside of the UK. Please see our other listings as we have lots of different puppets that may catch your eye.","Puppets","img/puppet1.jpg"
6213,6227,"The Puppet Company - Favourite Song Mitt - Old MacDonald Hand Puppet","The Puppet Company","Product Description Providing young children with hours of fun. Children and adults are facinated and enchanted by the magic of puppetry and the mystical puppets from The Puppet Company take the art to a whole new dimension. Puppets encourage children to be creative use their imagination to tell exciting stories to bring fairy tales to life to entertain and to have fun. The Puppet Company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal bird or character into a beautiful puppet. This glove puppet is perfect for using with young children and is designed to fit an adults hand. Box Contains 1 x Glove Puppet1 x Song Sheet","Puppets","img/puppet1.jpg"
6214,6228,"Fabric T-rex Dinosaur Hand Puppet","HAPE Beleduc","Beleduc handglove puppets are the perfect fit for youngsters who like storytelling and pretend play. Approximately 8 inches tall Beleduc puppets helps boost the imagination of young children while enhancing fine motor skills. Even more the fabric stretches just enough for adults to join in too.","Puppets","img/puppet1.jpg"
6215,6229,"Wild Republic Hand Puppet Tiger Plush","Wild Republic","Product Description High Quality hand-crafted Hand Puppet Box Contains 1 x Toy","Puppets","img/puppet2.jpg"
6216,6230,"Puppet boy Tom 15/38cm ventriloquist play tell stories educational. moving mouth and hands. Free UK delivery","A.S.PUPPETS","Here is a 15 puppet named Tom. With a moving mouth and arms he is perfect for playing telling stories as well as being used for educational purposes. Suitable for children ages 3 and up inlcuding those of us young at heart. sold to you by A.S Puppets.co.uk. Please note delivery is only availible in the uk. We do not ship outside of the uk. please see our our listings as we have loads more puppets that may catch your eye.","Puppets","img/puppet1.jpg"
6217,6231,"The Puppet Company - Time For Story - Shakespeare Hand Puppet","The Puppet Company","Product Description Providing young children with hours of fun. Children and adults are facinated and enchanted by the magic of puppetry and the mystical puppets from The Puppet Company take the art to a whole new dimension. Puppets encourage children to be creative use their imagination to tell exciting stories to bring fairy tales to life to entertain and to have fun. The Puppet Company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal bird or character into a beautiful puppet. This Time for Stories Puppet is ideal for use by both children and adults. Box Contains 1 x Puppet","Puppets","img/puppet2.jpg"
6218,6232,"The Puppet Company - Time For Story - Witch Hand Puppet","The Puppet Company","Product Description Providing young children with hours of fun. Children and adults are facinated and enchanted by the magic of puppetry and the mystical puppets from The Puppet Company take the art to a whole new dimension. Puppets encourage children to be creative use their imagination to tell exciting stories to bring fairy tales to life to entertain and to have fun. The Puppet Company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal bird or character into a beautiful puppet. This Time for Stories Puppet is ideal for use by both children and adults. Box Contains 1 x Puppet","Puppets","img/puppet2.jpg"
6219,6233,"Official Nintendo Pokemon Diamond & Pearl Plush Hand Puppet - 14 Chimchar (Japanese Import)","Takara Tomy","This Pokemon Chimchar plush toy is an official licensed product made by Takara Tomy and imported from Japan. Takara Tomy Pokemon plush toys are high-quality well-made and safe products. This item measures approximately 14 inches along the longest dimension. The EAN for this product is 4547417901040.","Characters","img/character2.jpg"
6220,6234,"The Puppet Company - Favourite Song Mitt - Five Little Ducks Hand Puppet","The Puppet Company","Product Description “Five little ducks went swimming one day Over the hills and far away Mummy said “Quack Quack come back” but only four little ducks came back”. This hand puppet allows you to act out children’s favourite songs and nursery rhymes. Children and adults alike are fascinated and enchanted by the magic of puppetry and the mystical puppets from The Puppet Company take the art to a whole new dimension. Puppets encourage children to be creative use their imagination to tell exciting stories to bring fairy tales to life to entertain and to have fun. The Puppet Company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into a beautifully made and well-functioning puppet. Box Contains 1 x Glove Puppet","Puppets","img/puppet1.jpg"
6221,6235,"Folkmanis Groundhog Puppet","Folkmanis","Product Description Look who poked his head up for some sunshine! A marvellous marmot the Groundhog puppet has a great expressive face with movable mouth and front paws. An excellent burrower he can be a helpful garden pal. Ideal for use in interactive stage and Puppet Theatre Folkmanis Puppets are also great for teaching day-care school pretend play games and parties or to pair with a book for storytelling. Easy to feed and care for just add lots of love and snuggly fun. Box Contains 1 x Groundhog Puppet","Puppets","img/puppet2.jpg"
6222,6236,"Puppet Purple huggy monster 26/66cm ventriloquist play tell stories educational. Free UK delivery","A.S.PUPPETS","Here we have a large 26 ventriloquist puppet named Purple huggy. With a hand operated moving mouth you also receive a Velcro rod which can be used to move either hand. Made to a high standard our puppets are great for storytelling and bringing your imagination to life. Entertain your family and friends by having your puppet Wave say hello nod become shy laugh and even give a bow All it takes is a bit of practise Puppets are a great educational tool for playgroups and schools helping to make learning fun and exciting Suitable for children ages 3 and up including those of us young at heart. Sold to you by A.S Puppets.co.uk. Please note delivery is only available in the UK. We do not ship outside of the UK. Please see our other listings as we have lots of different puppets that may catch your eye.","Puppets","img/puppet1.jpg"
6223,6237,"The Puppet Company - Long Sleeves - Fox Hand Puppet","The Puppet Company","Product Description This thirty eight centimetre long glove puppet is great for play or for puppet performances. Made of high quality material with excellent attention to details in the construction the animal will be a firm favourite. The mouth and paws are movable. Children and adults alike are fascinated and enchanted by the magic of puppetry and the mystical puppets from The Puppet Company take the art to a whole new dimension. Puppets encourage children to be creative use their imagination to tell exciting stories to bring fairy tales to life to entertain and to have fun. The Puppet Company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into a beautifully made and well-functioning puppet. Box Contains 1 x Long Sleeved Glove Puppet","Puppets","img/puppet2.jpg"
6224,6238,"Lovely Soft Baby Wrist Rattle Toy Hands Finder (Bee)","TOOGOO(R)","Size Name:Wrist Rattle Toy  |  Colour:Bee Colour: BeeSoft and comfortable wrist rattle with a very cute sheep/bee on the band. The rattle has a velcro attachment which makes it easy to wear and the bright color and fun sounds are great for hand to eye coordination.This rattle is of excellent quality and is suitable from birth+ with a measurement of 17cms.Description:Lovely soft wrist rattle with a soft sheep/bee on the band the rattle is in the sheeps/bees head.Encourages the development of hand-eye coordinationTurn babies wrist movements into rattling funVelcro fasteningeasy to on and offMain material: fabric cotton polyester fiber insideSize: Approx. 17cm X 3cmRecommended Age: 0-6 monthsPackage Includes:1x wrist rattle","Baby","img/baby1.jpg"
6225,6239,"The Puppet Company - Long Sleeves - Chimp Hand Puppet","The Puppet Company","Product Description This thirty eight centimetre long glove puppet is great for play or for puppet performances. Made of high quality material with excellent attention to details in the construction the animal will be a firm favourite. The mouth and paws are movable. Children and adults alike are fascinated and enchanted by the magic of puppetry and the mystical puppets from The Puppet Company take the art to a whole new dimension. Puppets encourage children to be creative use their imagination to tell exciting stories to bring fairy tales to life to entertain and to have fun. The Puppet Company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into a beautifully made and well-functioning puppet. Box Contains 1 x Long Sleeved Glove Puppet","Puppets","img/puppet2.jpg"
6226,6240,"Homgaty Lovely Crocodile Hand Puppets Animals Set The Perfect Birthday Christmas Gift","Homgaty","One problem in education is finding a way to teach values to children without getting into any specific religion. Re-telling classic stories with a modern twist is a way to help solve that problem. Using Aesops Fables is one good example. - by Ron Kurtus - Every child should own a copy of Aesops Fables. By using Aesops Fables finger puppet wisdom values will be taught vividly. Not only does the children enjoy the pleasure but also they do establish imagination and creation in their life","Puppets","img/puppet2.jpg"
6227,6241,"The Puppet Company - European Wildlife - Black Rat Hand Puppet","The Puppet Company","Product Description This twenty five centimetre high glove puppet friend is perfect for play or for puppet theatre. Children and adults alike are fascinated and enchanted by the magic of puppetry and the mystical puppets from The Puppet Company take the art to a whole new dimension. Puppets encourage children to be creative use their imagination to tell exciting stories to bring fairy tales to life to entertain and to have fun. The Puppet Company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into a beautifully made and well-functioning puppet. Box Contains 1 x Glove Puppet","Puppets","img/puppet2.jpg"
6228,6242,"The Sooty Show Sooty and Sweep Puppet Set","Golden Bear","Product Description Put on your own Sooty show with these authentic Sooty & Sweep hand puppets! Sootys wand is also included for added fun! Box Contains 1 x Sooty and Sweep Puppet Set","Puppets","img/puppet1.jpg"
6229,6243,"The Puppet Company - Long Sleeves - Harp Seal Pup Hand Puppet","The Puppet Company","Product Description This thirty eight centimetre long glove puppet is great for play or for puppet performances. Made of high quality material with excellent attention to details in the construction the animal will be a firm favourite. The mouth and paws are movable. Children and adults alike are fascinated and enchanted by the magic of puppetry and the mystical puppets from The Puppet Company take the art to a whole new dimension. Puppets encourage children to be creative use their imagination to tell exciting stories to bring fairy tales to life to entertain and to have fun. The Puppet Company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into a beautifully made and well-functioning puppet. Box Contains 1 x Long Sleeved Glove Puppet","Puppets","img/puppet2.jpg"
6230,6244,"Manhattan Toy - Chopper Chums Shark Hand Puppet 20.5cm","Manhattan Toy","Product Description Bring the Ocean indoors with our super-snappy Chopper Chums Shark hand puppet. If youre ready for fun then let your imagination run wild. Manufacturers Description Bring the Ocean indoors with our super-snappy Chopper Chums Shark hand puppet. If youre ready for fun then let your imagination run wild.","Puppets","img/puppet1.jpg"
6231,6245,"The Puppet Company - European Wildlife - Red Squirrel Hand Puppet","The Puppet Company","Product Description This twenty five centimetre high glove puppet friend is perfect for play or for puppet theatre. Children and adults alike are fascinated and enchanted by the magic of puppetry and the mystical puppets from The Puppet Company take the art to a whole new dimension. Puppets encourage children to be creative use their imagination to tell exciting stories to bring fairy tales to life to entertain and to have fun. The Puppet Company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into a beautifully made and well-functioning puppet. Box Contains 1 x Glove Puppet","Puppets","img/puppet2.jpg"
6232,6246,"Chinese Traditional Shadow Puppet Hand Puppet Women In General","Blancho","Ships from Hong Kong. Chinese Shadow puppets have long history of development and enjoy a high reputation around the world. Made of leather. These shadow puppets are celebrities in Chinese history. Totally hand crafted perfect for your children friends and so on.","Puppets","img/puppet1.jpg"
6233,6247,"Duck Hand Puppet","Dowman Imports Ltd","Quality Duck Hand Puppet Soft Toy measuring 28cm head to bottom. This beautiful soft toy was designed by craftsmen and handmade with the highest quality material exclusively for Dowman imports Ltd. All Dowman Soft touch items are fairly traded with the people and countries of manufacture. This toy conforms to all European safety standards EN71 BS5665. Not suitable for children under 36 months due to small parts.","Puppets","img/puppet2.jpg"
6234,6248,"Fiesta Crafts Prince Hand Puppet","Fiesta","Product Description Stories can be made up told and retold using these 30cm soft to the touch hand puppets keeping lively minds enthralled for hours. Collect others in the collection and watch young thespians emerge. Tell a very royal tale with King Queen Prince and Princess puppets. Box Contains 1 X Hand Puppet1 x Detachable Sword","Puppets","img/puppet1.jpg"
6235,6249,"The Puppet Company - Large Primates - Chimp Hand Puppet","The Puppet Company","Product Description Providing young children with hours of fun. Children and adults are facinated and enchanted by the magic of puppetry and the mystical puppets from The Puppet Company take the art to a whole new dimension. Puppets encourage children to be creative use their imagination to tell exciting stories to bring fairy tales to life to entertain and to have fun. The Puppet Company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal bird or character into a beautiful puppet. The large primate is ideal for use by both children and adults. Box Contains 1 x Puppet","Puppets","img/puppet1.jpg"
6236,6250,"The Puppet Company - Large Birds - Cockatiel Hand Puppet","The Puppet Company","Good mouth movement & loud squeaker. Fantastic play value. Access in base of puppet.","Puppets","img/puppet1.jpg"
6237,6251,"The Puppet Company - Long Sleeves - Wild Rabbit Hand Puppet","The Puppet Company","Product Description This thirty eight centimetre long glove puppet is great for play or for puppet performances. Made of high quality material with excellent attention to details in the construction the animal will be a firm favourite. The mouth and paws are movable. Children and adults alike are fascinated and enchanted by the magic of puppetry and the mystical puppets from The Puppet Company take the art to a whole new dimension. Puppets encourage children to be creative use their imagination to tell exciting stories to bring fairy tales to life to entertain and to have fun. The Puppet Company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into a beautifully made and well-functioning puppet. Box Contains 1 x Long Sleeved Glove Puppet","Puppets","img/puppet2.jpg"
6238,6252,"The Puppet Company - Long Sleeves - Highland Cow Hand Puppet","The Puppet Company","Product Description This thirty eight centimetre long glove puppet is great for play or for puppet performances. Made of high quality material with excellent attention to details in the construction the animal will be a firm favourite. The mouth and paws are movable. Children and adults alike are fascinated and enchanted by the magic of puppetry and the mystical puppets from The Puppet Company take the art to a whole new dimension. Puppets encourage children to be creative use their imagination to tell exciting stories to bring fairy tales to life to entertain and to have fun. The Puppet Company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into a beautifully made and well-functioning puppet. Box Contains 1 x Long Sleeved Glove Puppet","Puppets","img/puppet1.jpg"
6239,6253,"Homgaty Brown Long-haired Dog Animal Hand Puppets The Perfect Birthday Christmas Gift","Homgaty","One problem in education is finding a way to teach values to children without getting into any specific religion. Re-telling classic stories with a modern twist is a way to help solve that problem. Using Aesops Fables is one good example. - by Ron Kurtus - Every child should own a copy of Aesops Fables. By using Aesops Fables finger Puppets wisdom values will be taught vividly. Not only does the children enjoy the pleasure but also they do establish imagination and creation in their life","Puppets","img/puppet1.jpg"
6240,6254,"The Puppet Company - Giant Birds - Emu Hand Puppet","The Puppet Company","Product Description Providing young children with hours of fun. Children and adults are facinated and enchanted by the magic of puppetry and the mystical puppets from The Puppet Company take the art to a whole new dimension. Puppets encourage children to be creative use their imagination to tell exciting stories to bring fairy tales to life to entertain and to have fun. The Puppet Company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal bird or character into a beautiful puppet. This giant blue and gree Emu is ideal for use by both adults and children Box Contains 1 x Puppet","Puppets","img/puppet2.jpg"
6241,6255,"The Puppet Company - Monsters - Blue Monster Hand Puppet","The Puppet Company","Raaah! Big bright hairy and loud just like any good monster should be. This fifty centimetre high glove puppet has a fully mobile mouth with a loud squeak for a voice. Excellent for play or puppet theatre. Children and adults alike are fascinated and enchanted by the magic of puppetry and the mystical puppets from The Puppet Company take the art to a whole new dimension. Puppets encourage children to be creative use their imagination to tell exciting stories to bring fairy tales to life to entertain and to have fun. The Puppet Company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into a beautifully made and well-functioning puppet.","Puppets","img/puppet1.jpg"
6242,6256,"The Puppet Company - People Who Help Us - Nurse Hand Puppet","The Puppet Company","Product Description Use this twenty eight centimetre high glove puppet to help children understand the role of people that help them in life. This nurse puppet is excellent for role play or puppet theatre. Children and adults alike are fascinated and enchanted by the magic of puppetry and the mystical puppets from The Puppet Company take the art to a whole new dimension. Puppets encourage children to be creative use their imagination to tell exciting stories to bring fairy tales to life to entertain and to have fun. The Puppet Company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into a beautifully made and well-functioning puppet. Box Contains 1 x Hand Puppet","Puppets","img/puppet2.jpg"
6243,6257,"Soo Sooty Show Hand Puppet","Sooty","The Sooty Show is a British childrens television series that aired on BBC Television from 1955 until 1967 when the BBC eventually cancelled The Sooty Show after Paul Fox the then controller of BBC One at the time cleared out some of the long running shows.","Puppets","img/puppet2.jpg"
6244,6258,"2 In 1 Hand Pillow Puppets Childrens Kids Monkey Lion Dog Puppy Sofa Bed Cushion MONKEY","PILOW PUPPETS","Colour Name:MONKEY Make your journey magical with the Pillow Puppets place your hand in the cushions and move the animals mouth. Your kids can sleep comfortably on the cushion place it on the sofa whilst watching TV. 15(L 32cm x W 32cm)Weight: 350gNot recommended for children below 3yrs","Puppets","img/puppet1.jpg"
6245,6259,"The Puppet Company - Sockettes - Ginger Hand Puppet","The Puppet Company","Product Description Squeak squeak! This long sleeved sockette glove puppet is a brightly coloured loud character. Excellent for play or puppet theatre. Children and adults alike are fascinated and enchanted by the magic of puppetry and the mystical puppets from The Puppet Company take the art to a whole new dimension. Puppets encourage children to be creative use their imagination to tell exciting stories to bring fairy tales to life to entertain and to have fun. The Puppet Company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into a beautifully made and well-functioning puppet. Box Contains 1 x Glove Puppet","Puppets","img/puppet1.jpg"
6246,6260,"The Puppet Company - Time For Story - King Hand Puppet","The Puppet Company","Product Description Providing young children with hours of fun. Children and adults are facinated and enchanted by the magic of puppetry and the mystical puppets from The Puppet Company take the art to a whole new dimension. Puppets encourage children to be creative use their imagination to tell exciting stories to bring fairy tales to life to entertain and to have fun. The Puppet Company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal bird or character into a beautiful puppet. This Time for Stories Puppet is ideal for use by both children and adults. Box Contains 1 x Puppet","Puppets","img/puppet1.jpg"
6247,6261,"Snuggle Pets Cuddleuppets Unicorn (White)","Snuggle Pets","Product Description What do you get if you cross a cuddly blanket with a cute puppet? A CuddleUpPet! Blankets that are puppets who cuddle hug and wrap you in love! Five cuddly and colourful animal blankets. Pink Ladybird White Unicorn Pink Poodle Yellow Dog and Green Crocodile. Each has a unique puppet head. Super soft and cosy. Wrap up and keep warm in your CuddleUpPet. For ages 18m+ Box Contains 1 x CuddleUpPet","Puppets","img/puppet2.jpg"
6248,6262,"The Puppet Company - People Who Help Us - Set of 9 Hand Puppets","The Puppet Company","Product Description Use these twenty eight centimetre high glove puppets to help children understand the role of people that help them in life. Includes a doctor nurse farmer fireman policeman policewoman zoo keeper lollipop man and a postman excellent for role play or puppet theatre. Children and adults alike are fascinated and enchanted by the magic of puppetry and the mystical puppets from The Puppet Company take the art to a whole new dimension. Puppets encourage children to be creative use their imagination to tell exciting stories to bring fairy tales to life to entertain and to have fun. The Puppet Company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into a beautifully made and well-functioning puppet. Box Contains 9 x Hand Puppets","Puppets","img/puppet2.jpg"
6249,6263,"The Puppet Company - Long Sleeves - Rhino Hand Puppet","The Puppet Company","Product Description This thirty eight centimetre long glove puppet is great for play or for puppet performances. Made of high quality material with excellent attention to details in the construction the animal will be a firm favourite. The mouth and paws are movable. Children and adults alike are fascinated and enchanted by the magic of puppetry and the mystical puppets from The Puppet Company take the art to a whole new dimension. Puppets encourage children to be creative use their imagination to tell exciting stories to bring fairy tales to life to entertain and to have fun. The Puppet Company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into a beautifully made and well-functioning puppet. Box Contains 1 x Long Sleeved Glove Puppet","Puppets","img/puppet2.jpg"
6250,6264,"The Puppet Company - Long Sleeves - Ginger Cat Hand Puppet","The Puppet Company","Product Description This thirty eight centimetre long glove puppet is great for play or for puppet performances. Made of high quality material with excellent attention to details in the construction the animal will be a firm favourite. The mouth and paws are movable. Children and adults alike are fascinated and enchanted by the magic of puppetry and the mystical puppets from The Puppet Company take the art to a whole new dimension. Puppets encourage children to be creative use their imagination to tell exciting stories to bring fairy tales to life to entertain and to have fun. The Puppet Company have been producing high quality toys for many years and have built their reputation on their ability to translate any animal or character into a beautifully made and well-functioning puppet. Box Contains 1 x Long Sleeved Glove Puppet","Puppets","img/puppet2.jpg"
6251,6265,"Melissa & Doug Princess Puppet","Melissa & Doug","Product Description Princess Role Play Childs Hand Puppet by Melissa & Doug. NAME: Princess Catherine Castlehoff NICKNAME: Chatterhoff INTERESTING FACT: Unlike other Princesses who do not like living in a tower Catherine loves it. She enjoys the advantage of receiving a good mobile phone reception. Princess Catherine Castlehoff is regally dressed in purple and gold. This unique royal puppet features elegant hand detailing and materials carefully crafted for years of pretend play! Puppets help teach manual dexterity hand-eye co-ordination and speech development encourage creative expression and imaginative play. Why not......Ask the child to give the puppet a name and introduce it? Ask the puppet questions and have the child answer them in a unique puppet voice? Create a story line or scene that the child can act out with his/ her puppet? Assist the child in using the removable hand-operated rod? Dimensions: 17 x 7 x 8 (43 x 18 x 20cms) Assembled. Recommended Ages: 3+ years. See our other store items for more hand puppet designs. Manufacturers Description Princess Catherine Castlehoff is regally dressed in purple and gold. This unique royal puppet features elegant hand detailing and materials carefully crafted for years of pretend play!","Puppets","img/puppet2.jpg"
6252,6266,"Suki Lion Hand Puppet","Unbekannt","IDEABRIGHT LTD DESCRIPTION Suki Lion Hand Puppet Peeper Glove Puppet","Puppets","img/puppet2.jpg"
